beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,review_profileName,review_taste,review_text,review_time
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4.5,4.5,4.5,4,BuckeyeNation,4,"Dark honey with the slightest suggestion of orange. The attractive, cream colored head looks to be high in hop oils; at least I hope so. The glass residue is so fine and spider web-like that it resembles actual lace. Drinking this beer out of the can and missing an appearance like this should be a criminal offense. The nose is outstanding (see 'drinking... can... criminal offense' above) and puts a huge number of IPAs to shame. The pithy pungency of the Cascade hops fairly leaps out of the glass, with the overall aroma made deeper and more interesting by a much lesser quantity of spicy Perle hops. Great job Caldera. Even if the flavor is on the pedestrian side, the nose is a world-class sprinter. The flavor doesn't measure up to those stratospheric heights, but that's not to say this isn't a deliciously hoppy pale ale. Emphasis on hoppy. The brewers made sure their beer would last a good, long while by packaging it in light-rejecting aluminum and by adding an impressive amount of hops. Sweet, spicy and juicy white grapefruit is front, center and back. I love the slight variation on the usual Pacific NW flavor profile that the German hops provide. APAs don't need to be complex to suit me (this one isn't), they just need to be bursting with pale malt-supported bitter hoppiness (this one is). There's enough sweetness on hand to keep things kinda, sorta balanced from a hophead's perspective, although the pucker factor is still decidedly high. The mouthfeel is light-medium and perfectly carbonated; the better to down a few cans on a hot summer day without a second thought. Caldera Brewing Company is anything but a household name (unless one lives in Ashland, Oregon or its environs), but this little brewery has just provided me with the best beer that I've ever had out of a can. I was tempted to say 'that I'll ever', but ever is a long time. I do know this, it's unlikely to be topped for a very long time.",1132082651
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,3.5,4,3.5,Reidrover,4,"Comes in a 12 oz can, simple silver with a calderon surrounded by hop leafs on the front. In appearance it is a slightly hazy dark golden almost orange coloured ale, good sizeable chunky/frothy off white head, excellent lacing. Has quite a hoppy aroma to it, but also smells very fruuity almost like red apples. Nice hoppy bite to the taste to start off, then it gets rather tart and citric, after that it gets sweeter ..like sweet apples and as the mouthful finishes it smooths out to mellow. Good on the palate, quite ""eventful""..nice mellow aftertaste. Very good drinkability to this one, great for camping which is were I had this beer at Beverley Beach State Park on the Oregon coast",1124731747
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4,4,BeerLover99,4,"A: gold yellow/light orange bubbly/shiny body, finger white fluffy head, fantastic lacing S: grapefruit, pine, lemon peel T: grapefruit, lemon, earthy malt, piny oily/sticky bitter finish M: med/light, light oily/sticky mouth O: Yummy, easy going APA. Great session brew, highly recommend, will buy again. Thrilled to see another extremely tasty, lighter American craft brew. Going to become a regular in my frig! VERY GOOD, TREAT YOURSELF!",1326212716
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,4,3.5,4,syrupjoe,3.5,"12oz bottle into pint glass. Pours a slightly hazy deep gold color with off-white head. Nose gives off notes of mango and grassiness with honey maltiness. Taste is mellow and spicy with notes of date and dried plums. Grassy and green hop presence with smooth bitterness. Moderate carbonation with a dry finish and lingering bitterness. Overall a nice pale ale that has a well-rounded (albeit bitter) flavor profile. Not as full-bodied as others, but good nonetheless.",1322517349
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4.5,4,4.5,BrewerB,4,"Picked this can up at Hi-Time Wine Cellars in Costa Mesa this past weekend. Was really impressed with Caldera's IPA and wanted to sample some more of their offerings. Plus I'm a sucker for canned craft beer. Pouring into a New Glarus pint glass. Golden-orange hued with scant haze. Thin off-white foam formed atop the glass, slowly receded down. Lacing left behind and foam sticking around. Classic citrusy hop aroma springs ahead in the nose with a biscuity and slight caramel malt playing supporting roles. Upfront citrus hops with a bready malt in the middle. An herbal/minty hop quality helps round out the hop profile lending complexity without muddling the balanced flavor. Medium to medium-high level of bitterness that maintains its posture into the dry finish. Medium-light in body with a moderate carbonation. Smooth. Overall another solid offering from Caldera. The nose and initial flavors are classic American Pale Ale citrusy hops. Bready and biscuity malts form a foundation and maintain balance while herbal and minty hops lend interesting additional complexity.",1321322911
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4.5,3.5,3.5,4,vande,3,"A: a nice, thick looking golden/copper color with a finger and a half of thick looking clean white head a float.. S: refreshing, sweet, fruity hop notes...aromas of citrus with a bit of floralness mixed in...very pleasant... T: tough to compare as I had Zombie Dust tonight too.. This is ab it flatter than I'd like, kind of a weird dry, bitter back to the end that takes away from the possibility of enjoying any good hop presence... a fairly basic pale... M: medium to lighter bodied beer that has a nice feel for the mouth... kind a hugs the palate on the way down. nice. 0: nothing crazy. not the worst, and not the best I've had. but at least worth the try. probably wouldn't buy a 6 or 12 pack...",1320470970
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,3.5,4,3.5,ColForbinBC,4,"12oz can poured into a pint Pours a hazy golden color with a fluffy white head. Some nice staying power and spider web lacing. The aroma is musty and earthy with layers of pine and orange. On the palate, this guy is a little more pine and citrus forward while the earthy, musty hops come through in the middle. The finish is earthy bitter with a touch of pine resin. Light medium body with good carbonation. This is a nice pale ale that deserves a spot in any rotation. Borderline sessionable.",1320422191
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,2.5,3,3.5,harrymel,3,"Canned: unk A: pours honey with near excellent clarity and a finger of off-white foam which falls rather quickly to a solid sheet of the same with strong spotty lacing. S: Some herbal hops, some citric hops, honey, sweet malts, smells a little faded. Nothing special. T: Strong bitterness with some vitamin flavors, a hint of lemon, some sweet malts with a hint of oxidation. M: Medium bodied with moderate carb and dry finish. O: Not a bad beer, tastes a little faded, but is quaffible.",1318247779
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4.5,3.5,4,3.5,woosterbill,4,"12oz can into a Duvel tulip. No date, but I know it's at least a few months old as I got it in an in-person trade at DLD and forgot about it in my fridge until today. Oops. A: A fairly fast pour results in two fingers of lusciously creamy off-white head perched atop a hazy orange body. Solid, rocky retention and lots of frothy lace. Quite nice indeed. S: The hops have certainly faded, but still lend a nice bit of spice on top of the pure caramel malt. Simple, straightforward, balanced, and pleasant. T: Follows the nose, but with a bit of extra hop bitterness on the finish; lightly resinous. Very tasty, classic pale ale. M: Medium body, lots of carbonation. A little bit too frothy, but not bad at all. O: This is an eminently solid APA as it is, and I'm sure it would have been even better fresh (I've bumped it a half point to make up for my own foolishness in letting it sit for so long). I'd love to take a sixer on a camping trip. Craft cans FTW! Cheers!",1316727048
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4.5,4,4,4,ReelBigwigFish,4,"Poured into pint glass from can A: Glowing orange/amber color with white head that has subsided to a frothy ring. Nice deep color for a pale ale. S: Light aromas of citrus and floral hops with bready and caramel malts. I'm also getting aromas of something similar to yogurt, sort of that lactic sour smell. T: Biscuity malt, almost lightly nutty, with floral and grapefruit flavored hops mixing in well. The hops are present but never push the malt flavor out. Bitter-sweet aftertaste. M/O: Crisp, refreshing, highly drinkable. It's hoppy enough to more than please for a PA and light enough to keep it easy on the palate. Light-medium body with good carbonation. Without a doubt one of the best pale ales I've had.",1315501843
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4,4.5,cbarrett4,4,"Poured from can (love it!) into Deschutes Becker style pint glass. Pours true pale ale hue, straw core, light head fading to pretty decent clinging lace. Smells of hops, though of a more subtle style, some malts, and a hint of the yeast. Kind of fresh and inviting. Tastes of pale ale malts, some good hops, nicely green yet subtle. Texture is spot on, great balance, superb finish. This beer really starts shining once you swallow the sip. Overall a good Pale Ale, and one that deserves a mention among Mirror Pond, Full Sail, and Lompoc. I can't really think of any pale ale that is really much better.",1315424611
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,3.5,4,4,chodinheaven,4,"Orange-yellow in color with perfect clarity and a big foamy white head on top. Excellent retention and lacing. Estery and fruity on the nose, soft citrus mainly. Oranges or tangerines. Light citrus and pine hops as well. Well balanced in the taste. Citrus and pine hops dominate the taste buds, but balance themselves out nicely to create a drinkable and hoppy pale ale. The bitterness comes on at first like its going to be overdone, but then backs down just at the right moment to make for a very nice sipping experience. Tangerines definitely make their way into the taste as well, not tangy at all, just sweet and estery. Easy to drink and heavy enough for the hopheads, yet soft enough for every one else. Long dry finish, hoppy til the bitter end, leaving a nicely pleasant bitter aftertaste. Decent beer, no complaints here for trying it.",1313814599
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,3.5,3.5,3.5,Beerandraiderfan,4,"Standard lighter yellow pale ale here, good foamy head. Nice soft floral hop arrangement, if you like caldera, you'll be all good here. Plenty of taste in a pale, relative hefty amount of hops for style, light, ever so light toasting of the malt allows the hops to shine without making them exist in a ridiculous amount. Bitterness is sturdy, minty and metallic, but not a distraction or covering up the more delicate aspect of the beer, would say it leans to the grapefruit side of hop taste, cascade, chinook seem to be all over this one.",1313539369
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4.5,3.5,4,4,MrVonzipper,4,"Hazy apricot color with a solid frothy eggshell colored head with great retention and lacing. Visible carb at the edges. Nice floral and grapefruit hop notes on the nose. Good clean flavors. Nice mild hop notes up front with the same characteristics as the nose balanced well with the middle-backended caramel maltiness. Hops create a slightly bitter aftertaste. Mouth is crisp with a bit of a zip and high carb. Overall it's a good pale ale. A perfect beer to have in a can like it is, being a perfect beer to have while camping, golfing, fishing etc.",1313538701
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,3.5,3.5,3.5,witster18,4,"Good pale ale. Out of a can is a novelty. Made this and a few others a great choice for craft beer golfing fare. Tastes great. Lots of grapefruit and pine notes, but it's the stoutish chocolate backbone that makes this a real winner. Far more earthy than some other, more popular pale's out of bottles nonetheless. Very tasty. Will definately revisit. Drawbacks... not many... a little sour in the finish when the choco and malt dissapates.... could also be the can talking here... but regardless this is one dam^ fine pale ale. a little pricey around here at 10.99/six doesn't help either... sure it's less near the source.... will take it for another round soon.",1313344297
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),3.5,3.5,4,4.5,jeff1973,4,"12oz can poured into a pint glass. A - Clear copper/orange with eggshell head that left a little lacing. S - Slightly nutty, floral hops, a little malt sweetness. T - A nutty/slightly sweet richness that fades into citrus/floral bitterness. M - Medium/Light, silky. D - High, the silky mouthfeel is not only adds to the taste, but also makes this go down real easy. Very nice, everyday drinking beer. Could give Mirror Pond a run for my ""fridge beer""",1313205214
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,4,4,3.5,Duff27,4.5,"A- Aggressive pour yields a three inch off white head. Beer itself is a somewhat cloudy dull light orange. Awesome head retention with above average lacing. S- Bright citrus notes...think lemons, oranges. T- Follows the nose. With a noticeable, but not overpowering, dose of hops on the back end. Well balanced. Alcoholic orange juice, mmmph. M- Medium mouthfeel. Carbonation is lacking a bit it seems. D/O- One of the better pale ales I've had in awhile. Drinkability is the tits...and in cans no less! First Caldera offering is a winner in my book.",1312859109
5.5,25414,1075,Caldera Pale Ale,American Pale Ale (APA),4,3,3,4,Phelps,3,"Poured into a small snifter. Slightly hazed and the color of sunshine, with a honking cream-colored head of froth that drops slowly, leaving film in big walls on the glass. Snappy nose. Grass, lemon lemongrass! Also get biscuits, honey, a tiny bit of cracker malt and hints of earth. The flavor improves on the noses maltiness with biscuits and a pale cracker finish. The bitterness is a bit too light I get some lemon peel and maybe some German spice as well, but I could use more hops. The finish is cleanly malty, and I get a flash of uncooked malt at the swallow almost like a handful of dry pilsner malt. Medium-light body with very light massaging carb and soft fizziness. Clean, light and drinkable great for a hot day. Calderas pale ale would be great on the golf course. Its flavorful yet sessionable. More hops would help bump this one up to the next level.",1311635079
